Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
130,408,no,no,29,321.4,5,20.81,57.1,143,24.13,324.3,150,2.02,12.7,9,2.91,2,0
231,510,no,no,45,133.5,5,3.0,41.8,93,23.74,101.7,57,11.65,8.8,5,3.08,1,1
70,510,no,no,34,267.8,30,28.18,156.5,71,21.59,111.8,68,16.39,6.6,13,3.55,0,0
145,510,no,no,48,209.2,104,53.48,77.0,45,26.62,394.6,167,10.93,2.5,1,4.37,4,1
123,408,no,no,42,324.5,93,0.13,106.6,137,6.52,129.3,46,4.44,18.4,8,0.23,2,1
89,510,no,yes,9,139.4,55,15.73,171.2,160,3.22,167.0,42,8.84,14.2,12,2.82,7,0
28,510,no,yes,31,111.7,17,47.19,85.5,101,18.46,391.1,169,16.57,6.7,19,1.85,4,0
66,408,no,no,41,310.5,86,0.58,89.3,40,24.67,145.9,61,8.98,1.4,11,4.17,4,0
163,415,no,yes,41,17.2,22,0.6,302.4,21,17.46,144.6,54,6.35,6.5,1,0.67,6,0
229,415,no,yes,2,47.7,163,36.04,199.0,143,28.89,326.9,106,6.52,3.7,2,4.55,7,1
5,510,yes,no,25,28.8,24,46.56,311.0,82,23.87,123.2,48,16.44,15.7,12,0.62,0,1
193,408,no,yes,14,295.1,6,45.81,186.8,74,21.02,92.3,105,12.22,14.4,0,0.45,4,1
168,510,no,no,16,3.7,147,46.0,330.1,13,1.81,167.2,77,11.68,10.0,19,1.73,8,0
204,408,no,no,26,301.6,132,21.3,92.5,153,3.23,276.8,118,3.94,17.7,3,4.97,8,0
184,408,no,no,17,157.9,17,52.08,223.9,147,23.55,17.1,160,9.51,3.6,17,3.17,6,1
164,415,no,no,50,1.4,105,0.76,182.7,132,5.95,147.7,27,6.06,9.0,12,0.13,3,0
45,415,no,no,18,140.6,32,18.42,333.5,10,0.87,136.8,56,4.08,14.2,5,1.25,1,0
151,408,no,yes,11,65.4,78,19.89,151.9,46,27.32,96.7,168,15.22,1.4,5,0.75,4,0
47,510,no,yes,23,218.5,34,9.77,310.3,9,26.72,258.4,119,6.51,7.5,14,0.01,3,0
31,415,no,no,4,237.8,109,19.84,204.7,60,6.55,114.5,119,4.81,11.4,17,2.57,0,0
139,510,no,no,23,170.6,64,34.57,257.2,110,23.41,239.7,3,15.84,7.3,16,1.91,6,0
10,415,no,no,26,14.2,62,30.7,321.9,44,1.44,199.2,19,3.35,9.6,13,3.07,2,0
195,415,no,no,47,229.6,71,18.85,361.9,46,8.55,85.8,116,12.67,12.2,3,1.08,5,0
118,510,no,yes,29,294.7,40,44.21,265.4,161,18.71,105.3,88,11.1,7.4,0,4.16,4,0
14,415,no,no,14,252.1,127,42.17,114.2,117,22.9,67.4,162,15.65,2.1,7,1.92,3,1
80,415,no,no,46,290.5,107,16.56,108.5,140,0.31,22.4,52,14.14,2.8,10,2.41,2,0
202,510,no,no,37,70.2,103,19.07,112.2,22,9.79,244.6,38,11.99,10.5,12,3.66,8,0
93,415,no,no,43,311.1,157,16.96,35.5,35,6.43,265.8,52,5.35,3.5,16,0.83,4,1
10,415,no,no,33,112.8,37,7.6,19.5,75,29.96,65.6,120,8.42,17.8,13,1.31,6,0
76,415,no,no,26,4.7,34,44.41,210.8,108,20.13,243.1,85,16.06,16.7,16,0.77,3,0
94,510,no,no,19,295.2,135,2.73,294.2,83,12.17,387.9,98,0.39,7.0,19,3.84,0,0
105,408,no,yes,40,329.6,101,8.88,13.1,79,2.27,29.4,117,13.5,16.6,0,0.49,1,0
1,510,no,no,31,229.4,67,6.21,205.7,13,17.96,193.7,91,4.28,10.7,7,2.45,4,0
133,408,no,yes,3,81.0,36,48.69,134.9,65,19.25,289.6,137,3.15,3.2,18,3.75,7,0
20,415,no,yes,4,88.1,84,2.6,324.0,15,24.49,18.2,112,3.95,12.3,10,2.54,7,0
8,408,yes,no,7,163.3,140,39.21,52.8,42,8.66,307.4,82,1.02,13.6,9,2.54,7,0
171,510,no,no,21,314.2,28,2.62,204.5,101,29.44,386.9,64,16.86,1.7,0,0.32,8,1
204,510,no,yes,41,52.4,40,46.4,352.4,112,13.18,35.0,0,14.79,6.3,4,3.91,1,0
1,415,no,no,6,289.1,55,53.85,125.2,8,8.88,324.8,173,8.86,0.1,15,3.02,3,1
57,408,no,yes,21,102.0,15,28.72,269.3,148,10.45,149.5,153,12.16,6.3,19,3.34,5,1
64,415,no,no,45,283.0,139,47.47,320.3,81,15.59,56.9,129,9.46,6.7,19,3.83,5,1
118,415,no,no,29,322.1,65,41.68,67.6,109,28.1,194.8,27,13.8,12.6,4,2.8,4,1
212,510,no,no,36,149.6,146,46.94,360.3,97,22.05,28.2,83,14.36,4.0,15,2.54,1,0
28,408,no,no,15,127.8,157,45.24,293.8,83,17.31,206.2,154,3.96,0.6,2,3.32,7,0
121,408,no,no,14,280.8,143,12.12,49.9,42,4.88,7.6,27,7.82,6.3,1,4.5,0,1
107,408,no,no,4,185.3,140,29.47,112.9,65,4.48,287.8,123,10.79,16.5,16,3.19,0,0
165,408,no,no,2,239.6,68,56.66,226.9,131,15.07,192.7,30,16.63,8.0,0,3.94,0,0
175,415,yes,no,22,218.0,22,20.27,321.2,122,21.86,181.3,174,11.61,8.3,15,2.4,8,0
229,415,no,no,9,53.5,158,57.26,70.7,108,22.53,77.5,134,15.26,9.4,1,2.95,4,1
204,510,no,no,4,295.7,52,34.41,265.4,101,6.78,142.7,71,14.38,15.0,19,0.9,1,0
165,415,no,no,22,68.5,119,27.24,98.2,134,3.0,71.8,47,9.9,9.6,6,2.44,0,0
49,415,no,yes,14,326.3,144,38.81,292.4,85,11.53,290.5,25,15.19,1.8,10,0.74,3,0
241,510,no,yes,17,87.7,127,48.13,248.1,83,27.55,78.6,88,6.42,4.1,5,2.34,1,0
120,510,no,no,24,256.9,48,23.26,189.8,3,16.36,243.6,134,6.45,3.8,1,0.32,2,0
44,510,no,no,7,99.6,153,1.94,235.9,123,9.6,110.4,104,13.28,10.2,13,2.88,1,0
56,415,no,no,30,111.2,12,41.82,318.1,19,9.71,259.5,56,2.29,0.6,3,1.43,7,0
156,415,no,no,20,108.5,107,56.41,140.3,34,3.96,213.5,114,5.2,5.7,18,4.21,2,0
111,510,no,no,1,261.8,149,36.87,279.2,96,14.2,167.3,119,10.35,12.1,1,1.88,1,0
207,510,no,yes,21,194.9,84,11.12,57.7,13,23.74,265.8,0,7.14,7.1,1,4.59,5,1
134,510,no,no,7,309.0,156,14.65,254.5,149,29.06,164.2,81,15.99,14.2,12,2.36,6,0
108,415,no,no,22,107.6,44,53.68,272.5,47,15.05,324.4,28,16.29,7.8,12,4.24,8,1
189,415,no,no,31,242.2,81,0.8,160.8,157,5.02,288.2,149,8.54,19.6,2,1.49,3,0
148,408,no,no,7,263.5,67,32.38,288.1,28,20.49,213.6,167,9.16,19.3,5,2.26,4,1
114,415,no,yes,3,53.0,96,9.36,202.2,35,22.7,346.4,13,12.32,16.0,16,3.17,5,0
78,415,no,no,29,140.2,147,16.68,339.9,41,2.15,327.4,129,7.77,19.1,0,1.29,2,0
130,415,no,no,18,169.0,76,18.11,40.8,28,25.5,210.1,162,3.23,4.1,6,3.29,2,0
201,510,no,yes,22,124.5,34,12.94,47.5,134,24.88,27.0,70,12.7,15.0,6,1.44,2,0
37,415,no,no,17,112.7,135,46.75,305.8,159,14.18,223.6,124,12.54,6.4,12,2.42,4,1
20,510,no,no,28,240.2,51,19.6,305.8,140,16.81,140.3,78,4.16,14.5,8,0.12,5,1
26,408,no,no,22,75.6,39,20.38,171.1,140,21.4,213.3,106,14.16,7.5,17,0.39,8,0
29,408,yes,yes,32,248.3,120,26.73,349.9,141,20.3,255.6,97,10.43,5.8,0,1.14,8,1
1,510,no,no,46,327.3,112,53.24,246.6,133,0.5,254.7,149,4.02,19.2,10,4.03,4,0
119,510,no,no,17,197.8,110,40.6,356.8,143,3.67,266.0,17,11.08,4.2,10,3.3,7,1
35,510,no,no,43,214.0,35,3.64,193.3,40,4.88,268.3,45,3.97,15.2,9,4.47,6,0
198,415,no,no,32,24.1,133,2.32,73.2,111,22.67,43.2,81,4.51,13.5,16,4.52,3,0
229,408,no,no,6,302.6,69,33.42,161.3,84,13.2,75.7,122,14.42,6.1,16,1.87,0,0
59,510,no,no,50,99.9,72,52.34,355.9,107,16.37,249.1,97,15.8,9.2,11,1.84,2,0
69,415,no,no,27,215.3,15,19.07,134.5,143,23.18,161.2,163,4.37,2.9,9,4.18,4,0
161,408,no,no,0,342.7,37,14.62,347.4,4,10.23,301.3,45,15.78,18.4,11,2.13,2,0
241,415,no,yes,38,208.4,17,44.14,289.3,151,22.47,49.3,102,4.06,19.4,5,4.29,3,0
179,408,no,yes,33,253.6,11,35.52,160.5,9,13.27,75.7,36,1.99,14.6,5,2.53,8,0
206,415,no,yes,38,155.9,53,33.34,196.7,34,11.32,220.6,17,0.99,17.0,5,2.12,8,0
12,408,yes,yes,18,21.1,0,8.81,220.5,30,9.99,197.8,170,4.12,1.7,19,1.4,8,1
234,408,no,yes,30,279.2,142,10.38,241.7,119,28.95,105.2,103,6.55,7.7,7,0.63,8,0
20,415,no,yes,12,12.2,110,16.63,27.8,78,23.16,161.3,156,15.77,6.6,4,2.63,0,0
181,510,no,yes,23,245.2,20,12.2,338.9,138,0.61,13.8,145,4.12,11.3,5,1.63,8,0
242,408,yes,no,4,8.0,128,57.32,216.7,8,28.72,14.6,142,6.21,3.7,1,1.25,1,1
216,510,no,yes,22,301.8,92,1.1,338.0,43,23.26,37.5,121,12.48,11.3,16,0.85,7,0
43,415,no,no,18,55.2,139,36.94,229.4,115,4.48,227.8,93,5.14,13.1,7,1.94,8,0
126,510,no,yes,0,180.0,123,30.54,156.5,143,2.29,341.2,99,11.63,2.6,8,2.78,7,1
226,510,no,no,32,209.0,155,19.07,205.8,119,9.25,102.8,27,7.35,2.6,7,4.19,8,0
217,510,no,no,49,160.1,38,52.37,301.1,52,18.73,13.4,14,3.34,0.7,10,4.1,4,1
50,510,no,no,32,119.3,164,39.54,118.4,64,18.5,279.9,127,12.48,15.2,9,4.28,6,1
29,510,no,no,31,163.7,59,58.9,347.2,69,8.28,337.9,42,0.46,6.6,16,2.88,2,0
185,408,no,yes,27,109.0,158,9.95,169.1,45,13.37,54.6,32,4.97,4.5,19,2.8,3,0
39,408,no,no,36,153.3,96,5.18,347.1,120,6.36,152.4,129,6.06,15.6,12,4.53,3,0
223,408,no,no,40,125.6,103,8.22,319.7,120,1.52,62.7,7,7.79,2.9,8,1.44,3,0
184,415,no,no,11,198.2,138,15.89,278.7,32,15.51,42.0,111,11.56,8.5,14,0.73,7,0
239,510,no,no,8,83.3,109,24.59,169.7,80,10.41,256.0,32,7.81,14.9,12,0.41,1,0
171,408,no,no,49,346.0,28,50.89,213.1,54,16.29,382.2,162,10.1,11.5,12,4.41,1,0
178,415,no,no,10,175.3,88,16.73,304.2,97,28.4,267.9,145,10.13,11.1,12,1.86,4,0
151,408,no,yes,32,68.0,118,54.0,197.5,109,4.3,389.0,89,6.35,3.1,3,2.49,5,0
172,408,no,no,18,167.0,140,27.31,268.0,167,0.06,171.6,148,15.88,3.6,9,4.02,3,0
38,510,no,yes,41,303.2,50,38.18,287.0,152,2.31,354.7,155,16.25,11.7,14,1.87,6,0
84,415,no,no,33,7.6,107,15.6,186.3,149,13.88,81.0,115,9.89,0.5,9,4.34,3,0
151,510,no,yes,6,237.8,146,9.2,194.7,124,21.21,46.6,172,1.22,17.4,7,1.61,7,0
128,510,no,yes,30,191.8,57,51.3,71.8,90,17.42,277.5,19,8.35,7.0,9,3.66,1,0
126,408,yes,no,1,59.3,35,6.46,88.8,37,14.85,146.7,122,3.14,8.3,16,3.34,3,0
45,510,no,no,18,286.1,27,45.67,328.5,136,10.62,125.5,131,8.21,5.2,4,1.01,6,0
52,415,no,no,37,129.1,130,34.28,305.0,36,9.3,265.2,35,3.2,17.5,12,0.62,4,0
80,510,no,yes,31,102.8,100,50.81,3.7,4,11.29,131.7,97,11.97,12.9,18,0.56,1,0
178,510,no,yes,9,289.8,106,42.35,315.6,81,18.35,226.2,76,1.37,9.0,11,3.25,2,1
234,510,no,no,40,223.5,88,16.62,9.2,149,5.03,118.3,125,16.21,11.7,11,0.06,3,0
124,408,yes,no,7,314.4,34,33.89,166.4,109,23.14,309.6,38,3.32,7.6,1,3.3,4,1
119,415,no,no,25,220.5,92,0.77,24.5,139,17.26,123.4,70,11.23,9.3,8,3.91,6,0
8,408,no,no,29,259.3,104,28.04,351.7,59,8.07,211.3,105,15.59,7.2,1,1.51,2,0
242,408,no,no,10,292.8,75,5.07,353.0,149,15.03,9.2,139,4.21,8.2,0,3.73,8,0
85,408,no,no,40,19.2,83,25.31,221.7,5,28.88,312.7,54,15.88,6.3,13,0.83,2,0
129,408,yes,no,19,271.6,75,6.47,142.4,26,0.61,245.0,117,6.61,1.6,12,4.8,4,1
8,408,no,no,19,214.8,49,56.37,185.9,54,5.99,75.9,93,16.33,0.7,2,1.16,4,0
157,415,no,no,8,24.3,99,30.86,276.7,142,13.45,85.1,97,16.51,3.5,19,2.44,6,0
96,510,no,no,7,178.0,157,53.88,81.0,63,19.15,103.7,8,3.2,5.0,4,4.9,5,0
102,408,yes,no,14,28.9,71,1.32,160.3,16,6.37,227.7,139,14.13,17.8,1,4.54,2,0
5,408,no,no,33,257.6,114,37.62,267.6,2,27.94,216.6,68,3.29,12.2,17,3.3,0,0
239,415,yes,yes,23,191.3,76,18.11,143.5,9,19.28,108.2,82,3.85,19.2,8,1.85,5,0
86,415,no,yes,32,333.8,120,25.48,11.6,62,26.32,274.2,27,1.43,6.8,11,3.5,5,0
175,510,no,no,40,64.1,53,51.51,184.2,88,9.88,351.2,16,2.66,8.0,4,2.3,3,0
34,415,no,yes,40,212.1,70,57.82,267.7,84,24.87,17.2,21,10.75,14.4,17,0.54,1,0
193,510,no,yes,44,74.1,84,14.54,354.6,103,11.35,164.8,162,7.64,11.6,1,3.98,8,1
55,408,no,no,39,214.9,101,55.95,13.4,136,7.58,234.4,112,13.45,10.6,9,4.36,5,1
119,408,no,no,26,252.9,106,40.63,196.0,151,27.35,231.6,146,5.64,11.5,9,2.04,0,0
218,510,no,no,20,252.8,27,56.13,163.3,31,2.77,7.7,153,16.47,11.7,2,3.33,7,0
171,415,no,no,4,285.3,107,33.18,88.0,2,28.29,83.2,107,0.85,15.3,13,0.15,6,0
202,510,no,no,34,298.7,20,56.68,231.5,160,13.76,24.4,59,1.07,13.4,4,0.99,5,0
158,415,yes,no,20,27.0,154,52.65,59.4,108,29.78,224.7,43,11.92,19.1,12,2.85,0,0
114,408,no,no,3,120.1,26,7.59,103.0,139,16.19,254.9,42,15.09,19.0,16,1.37,4,0
210,415,no,no,48,240.5,76,18.34,283.8,92,22.72,63.1,150,13.52,8.4,5,4.72,3,0
145,510,no,no,47,174.5,49,14.34,167.1,102,0.21,131.5,149,8.33,0.7,12,4.19,6,1
26,510,no,no,15,66.7,156,33.75,360.7,96,14.9,130.3,174,4.58,0.2,11,3.28,1,0
136,408,no,yes,30,193.4,56,47.37,140.3,159,22.12,323.8,54,0.23,2.5,2,4.99,0,0
47,415,no,yes,25,142.6,118,44.81,168.2,147,23.48,76.9,10,8.66,1.5,15,1.22,6,0
232,415,no,no,34,136.5,164,42.88,109.0,67,4.74,216.6,54,8.09,7.5,4,4.6,7,1
113,415,no,yes,5,283.4,63,22.14,85.8,144,12.57,309.3,153,5.85,1.1,1,1.52,4,1
76,408,no,no,32,142.7,47,8.24,334.8,146,12.57,327.7,128,9.83,12.5,10,2.98,7,1
219,415,yes,no,20,9.3,149,12.42,271.8,131,3.11,263.3,148,12.39,3.8,3,2.17,3,1
72,510,no,no,15,20.3,157,43.76,121.0,92,13.29,118.3,7,11.92,10.3,0,2.22,7,0
89,415,no,no,46,299.7,155,8.7,254.2,16,24.21,325.1,147,4.48,2.1,12,3.81,2,0
46,408,no,no,38,336.2,150,13.15,350.6,21,9.01,293.2,172,9.95,16.6,17,1.74,6,1
196,415,no,yes,33,240.9,3,25.05,26.9,169,12.98,278.3,80,2.53,15.6,15,2.54,5,0
33,415,no,no,41,127.5,130,4.25,96.0,10,28.83,26.6,78,2.07,7.7,1,1.06,0,0
1,510,yes,no,14,328.5,60,12.55,72.8,28,0.95,17.1,64,13.36,18.2,8,3.82,4,1
147,415,yes,no,5,232.0,95,8.84,315.7,19,17.75,274.7,59,11.79,3.7,11,2.76,3,0
31,510,no,no,1,295.5,3,56.13,65.0,4,22.3,373.2,94,13.05,16.3,4,1.28,5,1
208,510,no,yes,23,268.0,64,11.3,111.8,152,22.83,305.6,55,2.59,10.9,4,1.33,8,1
142,408,no,yes,48,132.7,139,50.84,197.4,33,21.48,328.4,127,15.55,6.6,12,1.47,3,0
53,510,no,yes,27,167.5,140,6.77,225.5,139,21.79,215.3,121,2.26,1.7,15,3.5,1,0
48,510,no,no,0,65.1,161,51.31,293.4,27,1.77,120.3,30,14.79,3.4,18,2.98,7,1
69,408,no,no,0,102.2,123,35.37,147.9,97,16.02,267.7,84,5.99,17.3,8,4.11,0,0
105,510,no,no,27,272.3,92,50.13,193.9,5,23.49,281.2,86,1.79,12.1,15,2.86,5,1
90,408,no,no,35,312.9,30,51.17,350.5,18,2.82,266.8,125,4.88,4.7,18,1.53,3,1
190,415,no,no,19,253.6,70,35.19,107.9,11,0.36,374.0,80,3.08,9.9,3,4.81,5,0
220,408,no,no,47,162.8,140,54.14,90.1,24,24.44,145.0,21,8.34,2.2,14,4.43,2,0
194,510,no,yes,7,30.3,1,34.54,257.9,12,21.37,15.7,55,16.15,2.0,8,1.39,8,1
242,408,no,yes,0,19.9,160,42.04,279.9,75,12.37,358.8,85,5.57,18.2,15,4.56,2,0
192,510,no,no,25,131.0,49,24.55,150.6,2,28.21,63.4,122,10.41,9.2,5,3.6,2,0
198,415,no,no,50,162.3,134,53.93,77.3,23,23.0,275.4,110,15.16,7.2,7,2.07,4,0
63,408,no,no,42,213.2,145,48.63,282.7,7,29.04,344.9,7,10.71,19.0,0,2.33,6,0
73,415,no,no,48,2.3,7,9.84,243.4,111,27.88,122.5,61,6.16,8.0,13,2.23,5,0
161,510,no,no,24,346.4,54,34.01,318.1,119,14.44,328.0,77,16.84,6.7,3,3.98,6,0
169,510,no,yes,9,127.4,42,52.91,306.5,122,22.64,131.2,151,3.19,5.5,9,0.88,8,0
89,415,no,yes,11,296.8,29,46.79,74.5,89,20.08,313.7,21,8.9,11.3,15,0.29,2,0
176,408,no,no,40,187.2,58,56.79,302.1,44,24.34,27.6,14,13.54,11.2,3,2.49,4,0
13,408,no,no,6,45.7,8,13.65,63.6,0,23.63,258.8,155,0.01,0.3,1,1.45,4,0
73,510,no,yes,11,279.1,67,21.68,313.5,2,4.6,267.5,149,11.93,13.1,1,2.82,2,0
77,415,no,yes,46,248.4,80,29.92,279.6,64,7.01,194.1,30,4.53,15.8,12,4.89,8,0
159,415,no,yes,39,184.6,138,13.73,206.9,14,7.97,271.4,86,2.89,12.3,10,3.36,8,0
233,408,yes,no,16,180.1,122,23.25,233.1,49,24.55,364.7,68,4.66,17.4,9,4.8,5,0
203,408,no,no,4,30.6,129,31.71,37.8,147,24.32,289.9,108,16.44,5.5,5,3.66,4,1
68,408,no,yes,13,229.5,22,11.29,14.5,130,14.86,379.7,166,15.16,3.8,6,0.38,3,0
98,415,no,yes,33,318.9,21,15.14,120.0,142,17.42,177.2,80,3.63,13.9,14,4.45,3,0
125,408,no,yes,47,32.6,153,7.37,298.2,123,24.81,208.7,39,1.99,3.8,19,0.99,4,0
102,408,no,no,16,92.2,139,42.09,169.1,36,9.38,104.2,68,6.19,1.8,18,4.32,1,0
238,510,no,yes,34,315.8,159,21.33,81.1,148,1.51,389.3,70,10.07,1.9,2,3.75,7,0
132,408,no,no,0,99.5,8,13.0,302.9,105,14.48,21.8,63,14.74,15.4,13,4.19,6,0
102,408,no,yes,49,228.9,89,29.93,83.0,102,27.41,141.7,7,16.42,0.6,1,1.27,6,1
19,415,no,yes,49,187.2,32,4.03,296.0,150,23.71,117.6,70,12.77,5.8,15,4.04,0,0
198,415,no,no,35,208.7,151,54.48,164.4,120,11.0,152.7,85,10.18,2.6,16,3.05,7,0
226,510,no,no,14,145.5,88,17.37,168.2,98,1.94,362.5,43,2.42,15.1,14,0.41,0,0
82,408,no,yes,18,105.0,94,52.3,99.0,145,19.11,145.4,37,1.26,10.1,12,4.45,8,0
141,510,no,no,50,17.0,68,29.36,326.8,16,25.03,362.2,116,10.13,4.1,11,4.38,5,0
233,415,no,no,41,260.5,37,50.16,32.2,158,19.95,167.2,148,9.16,15.0,6,2.86,7,1
23,510,no,no,4,261.1,138,14.58,52.4,47,12.75,337.6,3,14.38,15.0,19,2.26,0,0
83,415,no,no,18,234.8,159,10.34,230.8,25,3.7,206.1,159,5.48,10.5,19,2.0,5,1
109,510,no,no,42,225.3,63,50.12,308.6,21,27.32,123.0,54,0.67,5.5,2,3.01,0,0
75,510,no,no,38,85.3,71,12.56,34.6,124,8.28,177.5,92,7.2,11.7,8,4.21,2,0
129,408,yes,yes,4,7.8,19,44.03,266.4,163,6.73,167.6,58,16.48,18.7,2,2.83,1,1
88,510,no,no,11,283.1,33,20.33,269.5,63,24.48,102.7,93,13.52,1.0,15,0.65,1,0
54,408,yes,no,18,171.9,110,44.14,211.1,162,29.44,114.4,66,0.57,5.3,19,1.53,3,0
199,408,no,yes,46,107.4,41,53.55,176.7,81,19.8,73.6,4,14.87,5.7,2,3.34,6,1
89,408,no,yes,11,35.7,135,57.92,116.6,154,18.74,132.7,82,8.02,12.6,7,3.23,2,0
213,408,no,yes,35,22.0,65,21.23,127.6,67,9.58,246.6,71,6.2,13.0,7,2.59,6,0
143,510,no,no,11,122.1,20,21.68,244.8,144,0.61,152.7,126,5.89,4.1,14,1.2,8,0
65,415,no,no,17,281.7,78,57.9,23.7,138,5.75,281.4,36,10.12,4.3,4,1.35,3,1
76,415,no,no,48,321.6,69,50.83,212.3,4,17.53,389.9,26,9.02,18.6,12,2.42,6,0
199,415,no,yes,50,313.9,4,2.66,101.2,120,4.54,149.0,12,11.16,15.1,14,1.97,0,0
143,510,no,no,47,322.0,66,33.83,169.4,56,26.52,182.7,133,9.75,18.7,6,1.58,1,0
149,408,no,no,42,317.7,15,10.69,202.9,73,5.64,64.8,64,2.45,16.6,11,4.15,7,1
147,415,no,no,33,184.5,98,58.65,321.5,84,15.66,154.9,157,4.37,8.0,2,2.52,2,0
60,510,yes,no,47,76.8,72,8.2,210.2,119,15.36,287.1,40,14.3,2.4,7,2.52,4,1
93,408,yes,no,32,279.3,34,33.0,82.5,13,18.12,85.9,14,11.28,12.6,9,2.14,7,0
217,415,no,no,48,74.8,82,39.25,28.8,71,9.82,71.9,132,7.62,7.0,1,3.4,4,1
161,408,no,no,17,93.5,109,55.29,227.6,128,26.21,148.7,14,3.1,8.5,7,0.88,0,0
49,415,no,no,28,81.6,38,49.99,197.9,143,13.33,323.4,0,0.13,8.5,17,4.72,1,1
224,415,no,no,44,180.2,9,14.5,243.9,25,21.0,246.3,14,5.3,18.7,11,0.52,2,0
241,415,no,no,4,112.6,147,33.78,166.8,48,19.08,378.2,47,0.93,1.4,17,3.55,1,0
35,408,no,yes,24,54.0,0,56.26,299.5,169,3.51,357.3,71,8.2,3.9,18,3.52,8,1
172,510,no,yes,23,158.6,5,43.41,334.0,102,18.68,59.7,116,13.97,12.2,4,0.57,4,0
102,408,no,yes,28,305.9,65,40.61,14.5,65,16.52,16.8,26,4.85,17.7,15,4.97,0,0
218,415,no,no,37,199.7,37,44.54,270.1,52,26.96,157.6,157,14.41,18.4,16,0.17,7,0
11,408,no,no,32,307.4,160,19.03,12.8,8,26.43,206.2,59,11.98,11.2,8,1.82,2,1
99,510,no,yes,9,68.6,66,43.03,161.6,68,4.53,203.7,65,2.13,0.7,9,2.12,8,1
200,408,no,yes,36,58.4,99,13.74,167.6,39,2.45,53.0,173,10.96,7.3,18,4.01,8,1
110,510,no,no,32,201.5,76,25.26,252.7,132,8.84,49.3,51,2.58,18.4,11,0.15,5,1
206,510,no,no,22,162.2,34,52.51,127.9,55,29.6,18.5,80,11.13,10.0,0,2.79,3,0
74,408,no,no,10,231.1,44,1.12,298.0,110,0.65,336.1,34,2.43,14.5,16,1.02,8,1
194,415,no,no,23,278.1,149,24.44,124.5,4,20.19,374.4,120,6.67,5.4,2,2.86,8,1
174,510,no,no,23,263.0,67,15.74,124.3,68,18.26,45.7,41,9.63,0.5,6,3.23,1,0
9,408,no,no,6,329.8,16,11.72,80.9,51,19.4,84.2,44,0.86,11.6,19,0.17,5,0
3,510,yes,no,49,139.4,4,49.48,248.2,72,6.55,35.5,51,2.61,16.7,8,0.34,3,0
85,415,no,yes,20,72.2,56,41.09,27.8,97,6.8,346.6,150,5.45,19.8,4,0.43,2,0
26,408,no,no,19,192.8,94,6.65,131.8,160,12.92,378.7,156,7.86,16.9,8,4.26,5,0
72,408,no,no,9,38.8,29,29.17,96.9,149,2.88,103.4,28,14.59,11.1,18,4.63,7,1
48,408,no,no,24,101.1,6,27.55,83.2,14,2.24,119.9,56,3.18,12.2,10,2.19,8,0
194,415,no,no,46,72.8,123,8.41,22.1,64,2.65,143.3,18,5.91,16.5,13,4.37,8,0
198,510,no,no,35,138.8,90,47.19,69.1,70,17.19,198.5,7,8.09,0.4,13,2.38,1,0
156,408,no,yes,47,38.9,146,21.63,162.0,150,11.93,269.6,134,5.03,19.0,7,2.01,7,0
117,510,no,no,46,11.1,161,44.95,182.9,110,8.81,199.2,138,10.64,10.6,19,2.66,7,0
221,510,no,yes,14,229.9,149,11.33,97.8,5,9.47,375.6,65,4.36,19.0,0,3.95,4,0
154,415,no,yes,43,213.6,51,18.59,236.0,153,6.22,39.5,82,13.13,15.3,3,1.12,3,0
153,408,no,yes,39,247.9,5,5.62,121.9,139,12.35,315.4,155,8.59,3.0,15,1.51,8,0
12,510,yes,no,39,231.1,108,8.47,133.3,76,6.09,132.1,27,1.47,3.3,0,4.24,3,0
133,408,no,no,49,40.0,94,52.11,284.1,114,20.94,149.1,88,10.66,7.1,18,4.58,3,0
226,408,no,no,5,101.9,152,6.44,200.4,112,3.72,280.0,74,9.68,5.3,2,0.62,2,0
48,415,no,no,36,45.3,65,5.65,346.0,76,28.45,367.1,39,5.76,8.8,1,3.52,2,0
37,408,no,no,1,295.0,9,55.48,130.4,129,2.69,282.9,129,0.19,12.1,16,0.05,2,0
207,408,no,no,11,261.4,25,38.11,300.5,159,28.3,306.5,75,3.41,8.7,10,1.23,6,1
44,510,yes,no,3,70.5,132,5.95,268.0,94,25.0,296.6,75,6.9,1.1,2,0.34,4,1
228,415,no,no,22,119.5,67,57.33,323.1,60,20.42,126.8,113,3.4,19.5,6,2.58,8,0
15,408,no,no,12,338.3,97,8.68,347.3,138,27.37,299.0,152,9.82,8.5,9,1.72,1,1
43,510,no,no,16,208.0,70,45.21,2.8,100,4.18,309.9,94,12.11,17.0,2,0.69,3,0
176,415,no,no,30,280.4,49,2.06,32.1,33,5.29,210.7,53,14.55,1.5,7,0.0,1,0
87,415,yes,no,15,92.6,16,36.85,244.8,94,7.56,212.0,144,11.0,16.2,4,1.94,7,1
70,510,no,yes,40,73.5,10,32.26,141.6,102,7.34,300.1,139,11.71,3.5,9,1.47,3,0
46,510,no,yes,25,274.4,52,12.27,297.3,7,9.33,322.7,1,10.34,13.6,11,0.23,0,1
242,510,no,no,27,240.1,49,37.95,4.3,135,17.27,133.2,79,16.75,13.2,17,4.26,2,1
